player;age;height;nationality;position;value;games;minutes;goals;assists;crosses;tackles;pressures;blocks;touches;fouls;fouled;offsides;own goals;ball recoveries;saves;squad;Season;league;Attendance;games starts;passes completed;sca;gca;dribbles completed;pens won;goals against gk;shots on target against;CLBestScorer;cards yellow;shots total;LgRk;MP;W;D;L;GF;GA;Pts;CL;WinCL
Pedro Obiang;27;186;Equatorial Guinea;Midfield;5000000;25;1674;1;1;4;46;354;36;1289;35;20;1;1;185;0;Sassuolo;01/01/2019;Serie A;7704;18;981;32;2;19;0;0;0;No;10;22;8;38;14;9;15;69;63;51;No;No
Pedro Neto;19;172;Portugal;Forward;11000000;29;939;3;3;35;11;239;5;538;14;16;4;0;82;0;Wolves;01/01/2019;Premier League;24758;9;303;35;8;32;0;0;0;;3;17;7;38;15;14;9;51;40;59;No;No
Pedro Mendes;28;186;Portugal;Defender;4000000;16;1376;1;0;8;38;197;24;867;25;22;0;0;142;0;Montpellier;01/01/2019;Ligue 1;14147;16;587;5;0;6;0;0;0;No;10;9;8;28;11;7;10;35;34;40;No;No
Pedro León;32;183;Spain;Midfield;1000000;31;1896;1;2;90;27;382;30;945;21;18;10;0;128;0;Eibar;01/01/2019;La Liga;4151;23;416;67;5;20;0;0;0;No;4;38;14;38;11;9;18;39;56;42;No;No
Pedro Bigas;28;181;Spain;Defender;1000000;23;1777;3;0;12;18;143;28;907;9;19;2;0;249;0;Eibar;01/01/2019;La Liga;4151;21;480;9;0;0;0;0;0;No;2;8;14;38;11;9;18;39;56;42;No;No
Pedro;32;167;Spain;Forward;7500000;11;661;1;1;10;1;12;1;424;8;11;0;0;61;0;Chelsea;01/01/2019;Premier League;32023;8;14;34;4;16;0;0;0;No;1;5;4;38;20;6;12;69;54;66;Yes;No
Pedro;22;185;Brazil;Forward;12000000;4;63;0;0;0;17;152;7;29;0;2;1;0;4;0;Fiorentina;01/01/2019;Serie A;22486;0;259;1;0;0;0;0;0;No;0;23;10;38;12;13;13;51;48;49;No;No
Paweł Dawidowicz;24;189;Poland;Defender;1600000;15;693;1;0;2;17;114;11;506;19;8;1;0;66;0;Hellas Verona;01/01/2019;Serie A;11248;7;366;5;0;4;0;0;0;No;4;4;9;38;12;13;13;47;51;49;No;No
Pavel Kaderábek;27;182;Czech Republic;Defender;10000000;30;2474;2;7;94;31;284;62;1622;29;35;7;1;191;0;Hoffenheim;01/01/2019;Bundesliga;20449;28;970;62;8;7;0;0;0;No;2;26;6;34;15;7;12;53;53;52;No;No
Pavao Pervan;31;194;Austria;Goalkeeper;65000;8;720;0;0;0;0;0;0;286;0;1;1;0;47;29;Wolfsburg;01/01/2019;Bundesliga;18621;8;180;2;0;0;0;8;36;;0;0;7;34;13;10;11;48;46;49;No;No
Paulo Otávio;24;173;Brazil;Defender;1200000;5;380;0;1;11;23;95;14;256;8;4;0;0;29;0;Wolfsburg;01/01/2019;Bundesliga;18621;4;131;15;1;8;0;0;0;;3;3;7;34;13;10;11;48;46;49;No;No
Paulo Oliveira;27;187;Portugal;Defender;4000000;26;2090;1;0;1;34;183;38;1048;20;15;0;1;271;0;Eibar;01/01/2019;La Liga;4151;23;545;6;0;3;0;0;0;No;7;12;14;38;11;9;18;39;56;42;No;No
Paulo Gazzaniga;27;195;Argentina;Goalkeeper;2000000;18;1613;0;0;0;0;1;0;553;1;2;0;0;80;56;Tottenham;01/01/2019;Premier League;43757;17;319;4;0;0;0;26;79;;1;0;6;38;16;11;11;61;47;59;No;No
Paulo Dybala;25;177;Argentina;Forward;72000000;33;2155;11;6;41;24;401;26;1884;24;54;6;0;125;0;Juventus;01/01/2019;Serie A;25102;25;1275;151;25;63;3;0;0;No;5;100;1;38;26;5;7;76;43;83;Yes;No
Paulinho;19;177;Brazil;Midfield;13500000;13;304;3;2;5;4;52;7;187;5;6;1;0;27;0;Leverkusen;01/01/2019;Bundesliga;21236;1;115;13;4;14;0;0;0;No;1;9;5;34;19;6;9;61;44;63;No;No
Paul Pogba;26;191;France;Midfield;80000000;16;1204;1;3;7;25;165;20;1178;26;19;2;0;166;0;Manchester Utd;01/01/2019;Premier League;57415;13;880;58;7;22;2;0;0;No;1;21;3;38;18;12;8;66;36;66;Yes;No
Paul Lasne;30;186;France;Midfield;1000000;19;1224;2;1;11;24;270;12;784;15;13;1;0;109;0;Brest;01/01/2019;Ligue 1;13713;14;540;32;2;7;0;0;0;No;1;15;14;28;8;10;10;34;37;34;No;No
Paul Dummett;27;183;United Kingdom;Defender;5000000;16;1228;0;0;14;28;163;42;663;4;6;0;1;121;0;Newcastle Utd;01/01/2019;Premier League;35551;14;358;6;1;1;0;0;0;No;2;1;13;38;11;11;16;38;58;44;No;No
Paul Delecroix;30;185;France;Goalkeeper;40000;2;136;0;0;0;0;0;0;47;0;0;0;0;10;2;Metz;01/01/2019;Ligue 1;16583;1;27;1;0;0;0;4;5;No;0;0;15;28;8;10;10;27;35;34;No;No
Paul Bernardoni;22;190;France;Goalkeeper;5000000;25;2203;0;0;0;0;2;0;780;0;5;0;0;108;69;Nîmes;01/01/2019;Ligue 1;12555;25;426;4;1;0;0;38;102;No;0;0;18;28;7;6;15;29;44;27;No;No
Pau Torres;22;191;Spain;Defender;16000000;34;2971;2;1;2;37;262;63;2313;29;10;0;1;328;0;Villarreal;01/01/2019;La Liga;11321;33;1724;17;2;10;0;0;0;;6;9;5;38;18;6;14;63;49;60;No;No
Pau López;24;189;Spain;Goalkeeper;19000000;32;2880;0;0;0;0;13;0;1115;1;2;0;0;162;83;Roma;01/01/2019;Serie A;26956;32;831;2;0;0;0;45;122;No;3;0;5;38;21;7;10;77;51;70;No;No
Patrik Schick;23;187;Czech Republic;Forward;20000000;22;1298;10;2;7;7;243;14;534;16;21;9;0;48;0;RB Leipzig;01/01/2019;Bundesliga;28819;15;220;37;5;20;0;0;0;No;3;49;3;34;18;12;4;81;37;66;Yes;No
Patrick van Aanholt;28;176;Netherlands;Defender;9000000;29;2507;3;2;44;51;267;57;1839;9;8;2;1;243;0;Crystal Palace;01/01/2019;Premier League;19784;29;1227;62;5;18;0;0;0;No;0;26;14;38;11;10;17;31;50;43;No;No
Patrick Roberts;22;167;United Kingdom;Midfield;2000000;3;26;0;0;0;0;4;0;13;1;2;0;0;1;0;Norwich City;01/01/2019;Premier League;19913;0;7;1;0;3;0;0;0;No;0;0;20;38;5;6;27;26;75;21;No;No
Patrick Herrmann;28;179;Germany;Forward;5000000;27;1453;6;6;48;29;283;20;716;34;21;14;0;99;0;M'Gladbach;01/01/2019;Bundesliga;36078;16;375;46;10;16;1;0;0;No;4;40;4;34;20;5;9;66;40;65;Yes;No
Patrick Cutrone;21;183;Italy;Forward;15000000;19;838;4;1;8;6;95;1;275;8;10;11;0;37;0;Fiorentina;01/01/2019;Serie A;22486;9;38;18;3;7;1;0;0;No;1;11;10;38;12;13;13;51;48;49;No;No
Patrick Cutrone;21;183;Italy;Forward;15000000;12;297;2;0;6;8;224;9;105;5;9;4;0;25;0;Wolves;01/01/2019;Premier League;24758;3;120;2;0;5;0;0;0;;0;22;7;38;15;14;9;51;40;59;No;No
Patrick Burner;23;170;France;Defender;3000000;20;1434;1;1;23;37;164;26;1235;18;9;0;0;153;0;Nice;01/01/2019;Ligue 1;19225;15;931;19;2;20;0;0;0;No;6;7;5;28;11;8;9;41;38;41;No;No
Patric;26;184;Spain;Defender;9000000;21;1670;0;0;6;34;194;34;1352;12;11;0;0;188;0;Lazio;01/01/2019;Serie A;26363;19;1082;21;4;6;0;0;0;No;2;6;4;38;24;6;8;79;42;78;Yes;No
Pascal Köpke;23;178;Germany;Forward;65000;4;121;0;0;1;0;34;2;57;3;3;2;0;8;0;Hertha BSC;01/01/2019;Bundesliga;37689;1;25;3;0;1;0;0;0;No;0;6;10;34;11;8;15;48;59;41;No;No
Pascal Groß;28;181;Germany;Forward;9000000;29;1796;2;4;65;33;395;27;1222;25;12;8;1;123;0;Brighton;01/01/2019;Premier League;22369;22;762;95;9;10;0;0;0;No;4;29;15;38;9;14;15;39;54;41;No;No
Papu Gómez;31;165;Argentina;Midfield;15000000;36;2842;7;16;88;31;363;35;2405;19;75;3;0;211;0;Atalanta;01/01/2019;Serie A;11167;34;1598;203;32;75;0;0;0;No;2;96;3;38;23;9;6;98;48;78;Yes;No
Pape Cheikh Diop;21;180;Senegal;Midfield;4000000;16;599;0;1;1;12;143;3;322;24;17;0;0;61;0;Celta Vigo;01/01/2019;La Liga;11995;6;238;11;4;6;0;0;0;No;5;2;17;38;7;16;15;37;49;37;No;No
Papakouli Diop;33;180;Senegal;Midfield;800;30;2253;1;0;5;43;414;37;1049;53;34;1;0;319;0;Eibar;01/01/2019;La Liga;4151;25;593;32;2;6;0;0;0;No;7;26;14;38;11;9;18;39;56;42;No;No
Papa Ndiaga Yade;19;186;Senegal;Forward;25000;2;4;0;0;0;0;1;0;3;0;0;0;0;1;0;Metz;01/01/2019;Ligue 1;16583;0;0;0;0;0;0;0;0;No;0;0;15;28;8;10;10;27;35;34;No;No
Paolo Ghiglione;22;191;Italy;Defender;3000000;25;1717;0;5;86;31;258;28;1128;25;19;3;0;136;0;Genoa;01/01/2019;Serie A;14016;20;643;36;5;25;0;0;0;No;4;21;17;38;10;9;19;47;73;39;No;No
Paolo Faragò;26;187;Italy;Defender;4000000;21;1343;1;1;33;48;251;37;1084;21;15;0;0;132;0;Cagliari;01/01/2019;Serie A;10728;14;688;27;4;11;0;0;0;No;3;13;14;38;11;12;15;52;56;45;No;No
Panagiotis Tachtsidis;28;191;Greece;Midfield;95000;28;2003;0;2;21;61;437;40;1446;41;30;0;0;262;0;Lecce;01/01/2019;Serie A;15939;24;944;50;4;24;0;0;0;No;7;26;18;38;9;8;21;52;85;35;No;No
Panagiotis Retsos;20;186;Greece;Defender;8000000;3;114;0;0;0;5;23;4;110;1;0;0;0;18;0;Leverkusen;01/01/2019;Bundesliga;21236;1;85;1;0;1;0;0;0;No;0;0;5;34;19;6;9;61;44;63;No;No
Paco Alcácer;25;175;Spain;Forward;28000000;11;530;5;1;2;2;88;3;167;2;3;7;0;17;0;Dortmund;01/01/2019;Bundesliga;57297;6;84;14;3;4;0;0;0;No;0;15;2;34;21;6;7;84;41;69;Yes;No
Paco Alcácer;25;175;Spain;Forward;28000000;13;924;4;1;3;4;146;10;316;4;11;13;0;40;0;Villarreal;01/01/2019;La Liga;11321;11;181;16;3;4;1;0;0;;1;25;5;38;18;6;14;63;49;60;No;No
Pablo Zabaleta;34;176;Argentina;Defender;80000;10;592;0;0;12;15;93;16;398;7;9;0;0;62;0;West Ham;01/01/2019;Premier League;44155;6;247;5;0;0;0;0;0;;2;1;16;38;10;9;19;49;62;39;No;No
Pablo Sarabia;27;174;Spain;Forward;28000000;21;1164;4;3;42;18;260;12;824;14;10;6;0;66;0;Paris S-G;01/01/2019;Ligue 1;47517;13;524;39;5;10;0;0;0;No;1;32;1;27;22;2;3;75;24;68;Yes;No
Pablo Piatti;30;163;Argentina;Defender;2000000;3;56;0;0;3;2;11;1;43;0;2;1;0;6;0;Espanyol;01/01/2019;La Liga;16260;0;21;0;0;0;0;0;0;No;0;3;20;38;5;10;23;27;58;25;No;No
Pablo Martínez;30;182;France;Defender;2000000;26;2339;2;1;0;2;25;1;1340;25;32;0;0;247;0;Nîmes;01/01/2019;Ligue 1;12555;26;14;14;3;6;0;0;0;No;5;1;18;28;7;6;15;29;44;27;No;No
Pablo Martínez;21;182;Spain;Midfield;25000;5;33;0;0;0;42;207;44;31;1;1;0;0;8;0;Levante;01/01/2019;La Liga;13196;0;832;1;0;0;0;0;0;No;0;12;12;38;14;7;17;47;53;49;No;No
Pablo Marì;25;193;Spain;Defender;4000000;2;113;0;0;0;3;11;1;111;2;0;0;0;8;0;Arsenal;01/01/2019;Premier League;47589;2;81;0;0;0;0;0;0;No;0;0;8;38;14;14;10;56;48;56;No;No
Pablo Hervías;26;174;Spain;Midfield;65000;25;1017;1;0;49;27;222;13;541;9;25;1;0;94;0;Valladolid;01/01/2019;La Liga;13580;9;280;29;2;29;0;0;0;;1;19;13;38;9;15;14;32;43;42;No;No
Pablo Fornals;23;178;Spain;Midfield;16000000;36;2172;2;5;37;42;597;51;1149;18;16;7;0;187;0;West Ham;01/01/2019;Premier League;44155;24;680;48;9;20;0;0;0;;3;37;16;38;10;9;19;49;62;39;No;No
Pablo de Blasis;31;165;Argentina;Defender;1000000;30;1604;2;3;64;42;284;33;1132;17;13;1;0;180;0;Eibar;01/01/2019;La Liga;4151;15;668;35;4;13;0;0;0;No;1;13;14;38;11;9;18;39;56;42;No;No
Pablo Chavarro;31;185;Argentina;Forward;1000000;13;209;0;0;5;2;69;3;95;14;4;7;0;9;0;Mallorca;01/01/2019;La Liga;10877;1;40;5;0;0;0;0;0;No;1;5;19;38;9;6;23;40;65;33;No;No
Pablo;28;188;Brazil;Defender;8000000;25;2173;4;0;2;36;164;41;1786;26;11;1;0;255;0;Bordeaux;01/01/2019;Ligue 1;23430;25;1306;8;0;5;0;0;0;No;2;17;12;28;9;10;9;40;34;37;No;No
Péter Gulácsi;29;190;Hungary;Goalkeeper;9000000;32;2880;0;1;0;0;1;0;1347;1;1;0;0;212;82;RB Leipzig;01/01/2019;Bundesliga;28819;32;1015;4;2;1;0;34;117;No;0;0;3;34;18;12;4;81;37;66;Yes;No
Ozan Kabak;19;186;Turkey;Defender;29000000;26;1777;3;1;1;56;218;46;1313;22;13;0;0;204;0;Schalke 04;01/01/2019;Bundesliga;46681;21;856;9;2;17;0;0;0;No;4;12;12;34;9;12;13;38;58;39;No;No
Ousmane Dembélé;22;178;France;Forward;56000000;5;357;1;0;15;0;58;4;310;1;5;4;0;21;0;Barcelona;01/01/2019;La Liga;54223;3;201;18;2;16;0;0;0;No;1;5;2;38;25;7;6;86;38;82;Yes;No
Oumar Solet;19;192;France;Defender;90000;1;9;0;0;0;0;1;1;7;0;0;0;0;1;0;Lyon;01/01/2019;Ligue 1;47299;0;4;0;0;0;0;0;0;No;0;0;7;28;11;7;10;42;27;40;No;No
Oumar Niasse;29;182;Senegal;Forward;3000000;3;22;0;0;1;4;9;2;18;2;0;0;0;1;0;Everton;01/01/2019;Premier League;28848;0;3;0;0;1;0;0;0;No;0;0;12;38;13;10;15;44;56;49;No;No
Otavio;25;176;Brazil;Midfield;7000000;25;2211;2;3;4;85;679;46;1747;45;28;0;0;239;0;Bordeaux;01/01/2019;Ligue 1;23430;25;1357;20;5;16;0;0;0;No;6;22;12;28;9;10;9;40;34;37;No;No
Oscar Wendt;33;181;Sweden;Defender;1000000;25;1680;2;2;40;30;273;61;1250;14;8;0;0;150;0;M'Gladbach;01/01/2019;Bundesliga;36078;18;803;29;4;5;0;0;0;No;3;9;4;34;20;5;9;66;40;65;Yes;No
Oriol Romeu;27;183;Spain;Midfield;8000000;30;1860;0;0;6;56;441;58;1261;39;16;1;0;302;0;Southampton;01/01/2019;Premier League;23428;20;866;33;0;13;0;0;0;;5;9;11;38;15;7;16;51;60;52;No;No
Opoku Ampomah;23;175;Ghana;Forward;1300000;12;500;0;0;7;10;90;4;205;16;5;8;0;33;0;Düsseldorf;01/01/2019;Bundesliga;30581;5;63;17;0;18;0;0;0;No;1;16;17;34;6;12;16;36;67;30;No;No
Opa Nguette;25;182;Senegal;Forward;2000000;26;1826;5;2;14;45;417;22;864;19;38;0;0;134;0;Metz;01/01/2019;Ligue 1;16583;23;430;55;6;87;1;0;0;No;1;28;15;28;8;10;10;27;35;34;No;No
Onel Hernández;26;172;Cuba;Forward;3000000;26;1384;1;2;26;37;245;21;565;14;18;8;0;90;0;Norwich City;01/01/2019;Premier League;19913;14;248;44;4;43;0;0;0;No;0;30;20;38;5;6;27;26;75;21;No;No
Ondrej Duda;24;181;Slovakia;Midfield;10000000;7;447;0;1;6;5;116;5;257;12;11;0;0;43;0;Hertha BSC;01/01/2019;Bundesliga;37689;6;152;17;2;13;0;0;0;No;2;7;10;34;11;8;15;48;59;41;No;No
Ondrej Duda;24;181;Slovakia;Midfield;10000000;10;724;0;0;8;19;197;18;467;9;13;2;0;66;0;Norwich City;01/01/2019;Premier League;19913;9;298;26;2;5;0;0;0;No;0;10;20;38;5;6;27;26;75;21;No;No
Omar Mascarell;26;181;Spain;Midfield;11000000;23;2026;0;1;5;66;444;54;1532;26;18;0;0;304;0;Schalke 04;01/01/2019;Bundesliga;46681;23;1102;17;2;11;0;0;0;No;4;10;12;34;9;12;13;38;58;39;No;No
Omar Marmoush;20;177;Egypt;Midfield;12500;5;81;0;0;1;0;19;0;33;2;0;0;0;10;0;Wolfsburg;01/01/2019;Bundesliga;18621;0;10;1;0;1;0;0;0;;0;1;7;34;13;10;11;48;46;49;No;No
Omar Colley;26;191;Gambia;Defender;5000000;31;2772;0;1;6;55;273;51;1706;40;16;2;0;352;0;Sampdoria;01/01/2019;Serie A;13700;30;1089;23;3;6;0;0;0;No;10;23;15;38;12;6;20;48;65;42;No;No
Olivier Giroud;32;193;France;Forward;7000000;18;993;8;0;2;4;202;20;415;17;9;9;0;47;0;Chelsea;01/01/2019;Premier League;32023;12;207;20;4;2;0;0;0;No;1;39;4;38;20;6;12;69;54;66;Yes;No
Oliver Skipp;18;175;United Kingdom;Midfield;7000000;7;77;0;0;0;3;31;3;46;1;0;0;0;14;0;Tottenham;01/01/2019;Premier League;43757;1;33;0;0;2;0;0;0;;0;0;6;38;16;11;11;61;47;59;No;No
Oliver Norwood;28;175;United Kingdom;Midfield;6000000;38;3090;1;1;73;75;584;46;2410;32;16;1;0;464;0;Sheffield Utd;01/01/2019;Premier League;24370;37;1664;80;6;15;0;0;0;No;8;16;9;38;14;12;12;39;39;54;No;No
Oliver Fink;37;187;Germany;Midfield;25000;14;675;0;1;7;25;223;15;379;13;16;0;0;85;0;Düsseldorf;01/01/2019;Bundesliga;30581;8;160;22;3;6;1;0;0;No;2;10;17;34;6;12;16;36;67;30;No;No
Oliver Baumann;29;187;Germany;Goalkeeper;5000000;30;2700;0;0;0;0;3;1;1381;0;8;0;0;204;101;Hoffenheim;01/01/2019;Bundesliga;20449;30;1012;3;0;0;0;49;143;No;1;0;6;34;15;7;12;53;53;52;No;No
Oleksandr Zinchenko;22;175;Ukraine;Defender;24000000;19;1276;0;0;33;28;139;20;1467;13;2;1;0;155;0;Manchester City;01/01/2019;Premier League;37097;13;1198;31;3;5;0;0;0;No;2;16;2;38;26;3;9;102;35;81;Yes;No
Ola Aina;22;184;Niger;Defender;7000000;32;2079;0;2;70;49;328;70;1476;26;35;2;0;165;0;Torino;01/01/2019;Serie A;13338;20;863;46;7;56;0;0;0;;8;12;16;38;11;7;20;46;68;40;No;No
Okay Yokuşlu;25;191;Turkey;Midfield;6000000;26;1973;0;2;5;38;267;22;1302;46;17;0;0;293;0;Celta Vigo;01/01/2019;La Liga;11995;24;882;13;3;23;0;0;0;No;6;11;17;38;7;16;15;37;49;37;No;No
Oihan Sancet;19;188;Spain;Midfield;2000000;17;741;1;1;2;8;207;7;313;16;15;0;0;48;0;Athletic Club;01/01/2019;La Liga;28039;9;168;23;3;17;0;0;0;No;1;9;11;38;13;12;13;41;38;51;No;No
Oier Sanjurjo;33;178;Spain;Midfield;800;29;2320;2;1;14;69;510;50;1280;41;41;2;0;437;0;Osasuna;01/01/2019;La Liga;11453;27;734;36;2;7;0;0;0;No;15;17;10;38;13;13;12;46;54;52;No;No
Oier Olazábal;29;189;Spain;Goalkeeper;1000000;2;180;0;0;0;0;1;0;64;0;0;0;0;12;4;Espanyol;01/01/2019;La Liga;16260;2;50;0;0;0;0;0;4;No;0;0;20;38;5;10;23;27;58;25;No;No
Ohis Felix Uduokhai;21;192;Germany;Defender;12000000;26;1966;0;0;0;50;176;54;1193;14;15;1;0;241;0;Augsburg;01/01/2019;Bundesliga;20265;21;734;6;0;4;0;0;0;No;3;5;15;34;9;9;16;45;63;36;No;No
Oghenekaro Etebo;23;174;Niger;Midfield;4000000;10;572;1;0;10;20;117;9;293;8;7;0;0;72;0;Getafe;01/01/2019;La Liga;8000;6;135;7;1;6;0;0;0;No;4;9;8;38;14;12;12;43;37;54;No;No
Odion Ighalo;30;181;Niger;Forward;5000000;11;101;0;0;0;2;23;2;46;1;1;1;0;5;0;Manchester Utd;01/01/2019;Premier League;57415;0;21;5;0;4;0;0;0;No;0;7;3;38;18;12;8;66;36;66;Yes;No
Obite N'Dicka;19;192;France;Defender;22500000;22;1721;1;1;9;35;311;43;1269;17;8;0;1;206;0;Eint Frankfurt;01/01/2019;Bundesliga;35435;20;872;18;2;21;0;0;0;No;3;9;9;34;13;6;15;59;60;45;No;No
Nuri Ĺžahin;30;180;Turkey;Midfield;1200000;16;1249;0;3;20;31;272;25;926;22;15;0;0;157;0;Werder Bremen;01/01/2019;Bundesliga;26413;16;590;46;4;11;0;0;0;;5;11;16;34;8;7;19;42;69;31;No;No
Nuno da Costa;28;182;Cape Verde;Forward;1000000;14;527;1;0;6;11;130;12;255;13;13;0;0;36;0;Strasbourg;01/01/2019;Ligue 1;24985;4;97;14;0;18;0;0;0;;4;19;10;27;11;5;11;32;32;38;No;No
Nordi Mukiele;21;187;France;Defender;20000000;25;1783;3;1;34;66;293;37;1571;15;27;2;0;214;0;RB Leipzig;01/01/2019;Bundesliga;28819;21;999;37;6;12;0;0;0;No;1;21;3;34;18;12;4;81;37;66;Yes;No
Nolito;32;175;Spain;Forward;1500000;7;324;2;1;1;6;73;6;210;10;2;1;0;29;0;Celta Vigo;01/01/2019;La Liga;11995;1;115;15;2;1;0;0;0;No;3;6;17;38;7;16;15;37;49;37;No;No
Nolito;32;175;Spain;Forward;1500000;15;898;3;0;15;12;141;10;438;22;9;10;0;56;0;Sevilla;01/01/2019;La Liga;25016;12;263;32;2;12;1;0;0;No;0;28;4;38;19;13;6;54;34;70;Yes;No
Nolan Roux;31;182;France;Forward;1000000;7;584;2;0;5;4;133;7;212;8;3;2;0;33;0;Nîmes;01/01/2019;Ligue 1;12555;7;97;16;2;5;0;0;0;No;0;18;18;28;7;6;15;29;44;27;No;No
Noah Katterbach;18;180;Germany;Defender;6000000;18;1316;0;0;18;33;206;23;901;10;23;0;0;136;0;Köln;01/01/2019;Bundesliga;35094;16;520;21;1;31;0;0;0;No;2;3;14;34;10;6;18;51;69;36;No;No
Noah Joel Sarenren Bazee;22;183;Niger;Forward;1500000;10;381;1;0;9;2;75;5;146;2;12;0;0;32;0;Augsburg;01/01/2019;Bundesliga;20265;4;39;7;1;8;1;0;0;No;1;4;15;34;9;9;16;45;63;36;No;No
Nils Petersen;30;188;Germany;Forward;6000000;34;2436;11;2;9;26;551;34;818;10;17;12;0;118;0;Freiburg;01/01/2019;Bundesliga;16888;24;332;55;7;9;0;0;0;No;1;55;8;34;13;9;12;48;47;48;No;No
Nikolas Ĺ palek;22;171;Slovakia;Midfield;2000000;25;1579;2;1;33;21;497;23;637;25;17;5;0;113;0;Brescia;01/01/2019;Serie A;10050;20;304;30;2;14;0;0;0;No;5;25;19;38;6;7;25;35;79;25;No;No
Nikola Vukcevic;27;187;Montenegro;Midfield;3000000;30;1569;0;2;1;39;290;25;763;43;29;0;0;136;0;Levante;01/01/2019;La Liga;13196;20;576;13;3;5;0;0;0;No;11;4;12;38;14;7;17;47;53;49;No;No
Nikola Milenkovic;21;195;Serbia;Defender;24000000;37;3258;5;0;1;68;369;61;2115;61;18;1;0;311;0;Fiorentina;01/01/2019;Serie A;22486;36;1544;22;4;7;0;0;0;No;9;29;10;38;12;13;13;51;48;49;No;No
Nikola Maksimovic;27;193;Serbia;Defender;18000000;22;1799;1;1;12;36;176;31;1546;25;7;0;0;190;0;Napoli;01/01/2019;Serie A;21622;20;1287;13;1;6;0;0;0;No;3;4;7;38;18;8;12;61;50;62;No;No
Nikola Kalinic;31;187;Croatia;Forward;5500000;15;571;5;1;0;0;52;3;192;8;19;2;0;19;0;Roma;01/01/2019;Serie A;26956;6;103;13;1;1;0;0;0;No;1;18;5;38;21;7;10;77;51;70;No;No
Niko Gießelmann;27;182;Germany;Defender;2000000;25;2057;1;1;45;50;322;42;1378;26;41;1;0;199;0;Düsseldorf;01/01/2019;Bundesliga;30581;22;858;36;2;8;0;0;0;No;6;14;17;34;6;12;16;36;67;30;No;No
Niklas Stark;24;190;Germany;Defender;16000000;21;1731;1;0;0;39;272;34;1088;26;8;0;1;139;0;Hertha BSC;01/01/2019;Bundesliga;37689;20;710;11;0;5;0;0;0;No;8;10;10;34;11;8;15;48;59;41;No;No
Niklas Süle;23;195;Germany;Defender;48000000;8;641;0;1;1;9;45;13;680;6;4;0;0;70;0;Bayern Munich;01/01/2019;Bundesliga;57353;8;570;7;2;2;0;0;0;No;1;6;1;34;26;4;4;100;32;82;Yes;No
Niklas Moisander;33;183;Finland;Defender;1000000;22;1979;0;0;1;37;221;44;1778;31;14;0;0;279;0;Werder Bremen;01/01/2019;Bundesliga;26413;22;1326;23;2;13;0;0;0;;5;16;16;34;8;7;19;42;69;31;No;No
Nicolas Pallois;31;189;France;Defender;2000000;21;1890;0;0;3;59;211;29;1294;20;19;2;0;268;0;Nantes;01/01/2019;Ligue 1;24635;21;881;14;0;16;0;0;0;No;10;14;13;28;11;4;13;28;31;37;No;No
Nicolas Nkoulou;29;184;Cameroon;Defender;10000000;31;2692;1;0;0;41;217;78;1512;36;25;0;0;293;0;Torino;01/01/2019;Serie A;13338;30;1021;9;1;10;0;0;0;;6;10;16;38;11;7;20;46;68;40;No;No
Nicolas Lemaître;22;189;France;Goalkeeper;32500;1;90;0;0;0;0;0;0;30;0;0;0;0;4;1;Reims;01/01/2019;Ligue 1;12932;1;22;1;0;0;0;3;3;No;0;0;6;28;10;11;7;26;21;41;No;No
Nicolas Isimat-Mirin;27;187;France;Defender;1000000;14;1260;1;0;2;23;138;29;677;16;8;0;0;101;0;Toulouse;01/01/2019;Ligue 1;14200;14;424;2;0;1;0;0;0;;4;3;20;28;3;4;21;22;58;13;No;No
Nicolas Höfler;29;181;Germany;Midfield;3000000;32;2783;1;0;5;72;567;70;1833;52;33;0;0;403;0;Freiburg;01/01/2019;Bundesliga;16888;31;1230;44;2;34;1;0;0;No;9;26;8;34;13;9;12;48;47;48;No;No
Nicolas de Préville;28;182;France;Midfield;5000000;24;1995;6;4;46;37;431;21;1331;47;67;2;0;130;0;Bordeaux;01/01/2019;Ligue 1;23430;23;693;93;11;34;0;0;0;No;4;44;12;28;9;10;9;40;34;37;No;No
Nicolas Cozza;20;178;France;Defender;3000000;7;556;0;0;0;6;53;13;288;4;6;1;0;40;0;Montpellier;01/01/2019;Ligue 1;14147;6;193;3;0;2;0;0;0;No;1;2;8;28;11;7;10;35;34;40;No;No
Nicolò Zaniolo;20;190;Italy;Forward;45000000;26;1503;6;2;25;15;295;16;722;42;42;3;0;91;0;Roma;01/01/2019;Serie A;26956;16;356;65;10;63;0;0;0;No;8;47;5;38;21;7;10;77;51;70;No;No
Nicolò Rovella;17;179;Italy;Midfield;80000;2;105;0;0;1;1;24;1;76;0;3;0;0;16;0;Genoa;01/01/2019;Serie A;14016;1;58;0;0;0;0;0;0;No;0;1;17;38;10;9;19;47;73;39;No;No
Nicolò Barella;22;172;Italy;Midfield;36000000;27;2013;1;4;29;41;402;33;1471;39;37;2;0;238;0;Inter;01/01/2019;Serie A;41558;23;1015;55;5;40;1;0;0;No;11;24;2;38;24;10;4;81;36;82;Yes;No
Nicolò Armini;18;185;Italy;Defender;20000;1;3;0;0;0;1;5;0;4;0;0;0;0;0;0;Lazio;01/01/2019;Serie A;26363;0;2;0;0;0;0;0;0;No;0;0;4;38;24;6;8;79;42;78;Yes;No
